datetime	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Air_Temperature_celsius	Dewpoint_Air_Temperature_Celsius	Ten_Meter_Elevation_Wind_Speed_meterPerSecond
137	507.12788974032003	12.871672566458333	7.287601379125	4.764893450166666
138	410.28156010512004	10.362502033833334	3.98724749175	3.4199924533333332
139	536.2537006915201	14.270833588125	6.677316172458333	4.140580677333333
140	530.86111412544	13.417506153916667	6.7533464140833335	5.509442378708333
141	540.7761579876001	11.596667226583333	4.01744900625	4.307050785333334
142	387.42955073496	14.917921956166667	7.80490651575	3.821584936708333
143	137.822257303128	12.501669819791667	10.594885583875001	3.581500591041667
144	315.69393218544	11.168754831291666	7.713885537375	3.0913318187916667
145	488.7335441584801	12.479166921416667	7.962974853	2.9727215905
146	356.42786559624005	11.398337300791667	7.655389082791667	3.1405326185416667
147	141.14023125912001	11.274177805666667	9.74284333875	6.250310430083333
148	349.46229741552	16.692920939166665	13.887682422916667	4.464533855208333
149	396.73346704200003	14.038761392916667	9.4247400075	5.4608805499583335
150	544.1415125407201	17.262094116416666	10.686071026166667	2.822091261125
151	524.54317976712	19.133760070416667	11.775166824916667	2.7628221889166666
152	230.0802497892	19.412506358333335	13.73080551625	1.6506097107916666
153	328.86467742744003	18.65417124375	14.346969248333334	2.043363603375
154	433.55001681144006	19.823332722499998	15.041267382083333	2.2104254075
155	540.43350568272	19.826671855833332	15.224639429666667	2.8788771435416667
156	491.08068375336006	19.945002493333334	14.938908267416666	3.3532269709583336
157	363.56119257312	21.326680755833333	17.220245319916668	4.3928550189583335
158	410.0224971348	22.501676177083333	18.548307701	3.4299173662499998
159	336.23618580864	11.482090250083333	8.593034276583333	5.0620264822916665
160	363.184851924	14.071673329708334	10.075856981208334	2.4851598790000002
161	460.93413647448	18.371675109166667	14.091112697	4.104211362458333
162	541.68120455832	15.838347371666666	10.417916734333334	4.194102773958333
163	555.5906671996801	15.366674041416667	8.092775564333333	3.46785179075
164	564.48158367312	18.218335724166668	10.7881917325	2.7118783365416665
165	553.64803802352	20.685834504166667	12.991083821166667	1.8132090764583333
166	554.8047769792801	21.122926330833334	14.23895115525	3.581389248625
167	553.25721451176	21.792083994583333	16.3989402425	4.947305809958333
168	469.20671273664004	23.3983423875	18.874796179333334	4.708941626541667
169	525.91464320472	24.902921295	19.834360536916666	3.846166471666667
170	550.98561265632	25.402508036666667	18.840482445916667	2.937737971958333
171	550.7259884107201	26.09042383875	19.144819863833334	2.15170626075
172	549.75441660696	25.643345133333334	19.679496989	2.81849790775
173	550.20650702112	24.675838724166667	18.808673192166665	2.302917623875
174	534.5429765536801	24.639596556666667	19.033017925916667	2.2356976965416666
175	519.3746699601601	24.280000304583332	18.189279935333335	1.7614681208333334
176	464.6674102356	24.147084807916666	19.197424849666668	2.778480282208333
177	340.22303997696	21.805422719166668	18.285153577	3.506337173625
178	377.88400799208	21.8304217025	17.934920628583335	2.691305657625
179	371.39176647000005	21.337087250833335	17.27061989775	2.1730469807083335
180	353.37801215736005	22.056670125	17.909931892083332	2.49758723175
181	496.70330740344	20.21292521125	15.35314069525	5.108924373541667
182	509.95872345672	13.864175414708333	8.378987106875	4.800237837458333
183	564.1324541049601	16.256257629166665	9.644647203416666	2.9984399419583334
184	457.15887954936005	17.942915851791668	13.502499397374999	5.488344554166667
185	308.65788034488	21.092506662916666	18.33940741375	5.697821847666667
186	374.03179019280003	22.90125427375	19.1151654745	6.451365674333333
187	314.22952771200005	18.417921957083333	14.556795991166666	6.170654717291667
188	560.60690542704	17.847918446666668	12.680865506	4.997416789541667
189	323.35020290304	17.572098032916667	12.380750918166667	2.0277757887916668
190	374.35319741304	20.723335521666666	15.91154904475	2.907336750208333
191	517.24842929496	22.206255849583332	16.41699841725	2.9368420044166665
192	533.6156249964	25.7066767375	20.74591855925	2.471848050666667
193	539.5731053328001	26.975008900833334	23.116541868749998	4.548855906125
194	532.17619272072	30.202088928333332	26.35437488275	4.083420048958334
195	535.1844226665601	29.790422058333334	25.361058321166666	4.257629336708334
196	360.44560643256	27.739598846666667	23.367191628333334	2.40930683275
197	469.37893991112	25.085424041666666	21.04926090675	3.1330193983333334
198	540.18015133248	23.125006611666667	17.561788227166666	5.040274042916667
199	469.88971024680006	20.277925110833333	14.875856218416667	4.363114157208333
200	356.17370236560004	21.2358400975	16.41063166	2.871092812916667
201	364.88044541952	22.62417500875	18.270781969916666	1.9114654203333332
202	520.22188860192	22.860005950833333	17.148002084	2.3634210475
203	321.0814795932	22.902090962916667	18.987448712083335	3.2781713562083334
204	366.35947144344004	23.227918244166666	18.661741176666666	1.6449682834166666
205	349.87204494864005	24.132929737916665	19.605895873083334	2.6432192763333333
206	490.37241660120003	25.204586283333335	19.9986714385	2.5314902702916666
207	345.25583898624	23.228339132083335	18.981395362666667	1.7331989355
208	447.53709141288005	24.043342844999998	19.928769315916668	4.4476268085
209	526.28320980648	25.01542561833333	20.055962685166666	4.447543459208333
210	519.912727362	24.420837656666667	18.418080668916666	2.266264153458333
211	496.3055737536001	26.191668447083334	21.877010271583334	4.179751765208334
212	400.1584350571201	26.18626174875	22.58637358925	3.9741747121666666
213	258.954265144512	20.86625823875	18.488707881666667	2.9032780991666667
214	318.03005081829605	21.670003509166666	18.697581110166666	3.1096682035833334
215	284.938488223128	23.46292648375	20.171702062	2.2418842312916665
216	320.848126902072	25.012515004583335	21.2986846785	1.973015206125
217	335.438998512336	25.174171701666666	20.723393740083335	1.5580581277499999
218	319.162604116824	24.708757019583334	20.702882274500002	2.791209360375
219	305.069183511984	24.14000854375	20.686123116833333	3.5565663629166666
220	348.71472418939203	23.92042312625	20.855616954666665	4.411004057875
221	285.51981450376803	25.400008138333334	22.627519281166666	3.3529098050416666
222	416.353327796808	26.900839742083335	22.499691852083334	2.8474213032916666
223	439.556755128264	26.72500127125	22.524396450666668	4.059537900791667
224	426.60230355892804	27.69334818625	23.686227698833335	3.2273979155833334
225	420.79032202248004	28.232921854166666	24.118254452916666	4.326821365458334
226	415.72655694432	27.636669413333333	23.090371410333333	4.044873953833333
227	176.95979956008	20.215006764583332	17.545282410833334	2.089889126916667
228	227.9949104016	23.080421701666666	20.545006528083334	2.1325371207083332
229	244.28296966464	25.416674550416666	22.627200999666666	1.5679446234583334
230	246.98707361208002	25.825012461666667	23.352988725916667	3.259418216208333
231	315.35856023616003	24.9954226175	22.216934469416667	3.7189151829166667
232	439.75489964616	20.903338369583334	15.90010182125	2.532867656125
233	440.16356799288	22.03333943625	16.100149103583334	2.822320791166667
234	431.19640915272004	21.8504247025	16.591400034416665	2.66488337475
235	402.74050342032	24.057921346666667	19.631305904833333	3.5433124272083334
236	307.32048055872	22.557918804583334	19.34099834075	4.741230659583334
237	303.26838464808003	22.102082825416666	18.585584368666666	4.017912415291667
238	406.30442157936005	24.668756103333333	20.305232202583333	2.1160062121666665
239	284.04194512104004	23.529592132916665	20.931158256916667	3.289476226708333
240	304.80444058896	25.61042683875	22.437564152500002	3.241955445125
241	277.92453652848	25.146257018333333	21.690832241416665	1.6580723691250001
242	403.61140640016004	25.753339385833332	21.395868624416668	5.320492687791667
243	390.61677118176004	23.118755595	17.626170220333332	4.704370617125
244	426.17051998344004	18.64583867375	11.896848478999999	2.892174473
245	414.11066088672004	19.2945838925	12.1666136495	4.059926687583333
246	294.65178951024	20.292918140833333	14.507845964416667	2.6777058487083334
247	408.26707113528	22.040008799166667	15.955997308	2.5769330860833333
248	380.15273254464	22.50917333	16.578333445333335	2.8931430994583334
249	340.58390522904	23.68501307125	18.79084769516667	5.372616695125
250	171.02433527280002	15.378338114666667	12.700625955833333	5.511720234166667
251	394.51737978072003	11.296258544708333	7.1661385563749995	3.5030764935416667
252	405.44646913008	12.716669972708333	6.765171796791667	3.157734452958333
253	310.81564888632	14.027505493333333	8.537634914916667	1.9709711857916667
254	372.22739675568005	14.270839945083333	8.14380612875	3.5921715726666665
255	108.74087893929601	15.927505747083334	12.368624673	3.0873022004583333
256	375.232031572824	21.37250417125	15.367268267666667	4.823379101916666
257	377.9217372484081	15.398755645583334	8.421403713	4.407877772083333
258	367.528537224432	14.675008392291666	9.002694918791667	4.296991859333334
259	307.67393198635204	19.57583897875	14.801834469916667	4.998433746583333
260	376.91632700568005	12.993751780791667	6.735347320291667	3.8127142105000003
261	229.15332187560003	12.144589996625	6.182908605625	2.445188208708333
262	99.39276081792	11.913755035833333	10.633075305	2.7941117406666667
263	154.53842404392	10.625005340041668	8.066137094291667	4.172788946541667
264	164.96726344848003	7.625418599416667	4.008021541083333	3.9395749419583335
265	348.73186157856003	5.081676737541667	-1.3138851412083337	4.873233795583333
266	309.0917557152	6.363342540125	-1.3289425072083336	2.8719384067083333
267	228.87921546504003	8.695844268125	1.9371840596249998	2.921777775708333
268	285.528956661216	12.090425109833333	6.03187684525	2.777718088
269	335.96452770264	14.662090555375	6.701164505541667	3.9774420931666667
270	337.95028715472	16.0325129205	7.966492254	1.7978720324583333
271	332.23910476104004	17.377501424166667	10.404764524	4.0960806996666665
272	233.89898606280002	17.256670887666665	11.061550608083333	6.486686594916667
273	237.368808178488	21.347503917083333	15.261134014416667	8.218987981541666
274	210.34987050744002	16.719589487083333	12.00264036175	7.297831218083333
275	235.95695952300002	14.809175109958334	9.241554950875	2.88870492025
276	262.0289536848	14.724169668333333	9.915730680666666	2.8236312460833335
277	277.17537743424003	13.849589284	7.464682402583334	2.354599368166667
278	122.53262337648	10.245418803291667	8.222581984291667	5.984655679791667
279	91.80662434128001	10.852503712416667	9.56687122475	2.900147681875
280	232.33363165008	9.491680399375	5.714816672041667	4.616675259125
281	268.27783154352005	10.905835724375	5.298704800375	2.565755399
282	197.40924096696003	12.879172261833332	8.575104180833334	2.330040320375
283	297.48686545512	13.055425262833333	6.773637058666667	3.131618470333333
284	289.25617785192003	15.248339589375	9.239620463791667	5.0088015895
285	286.02359745984	17.954596456666668	11.497562415416667	5.4711839492916665
286	273.49250647104003	16.979587809583332	11.056975580916667	6.207733913458333
287	104.87750309064	7.9995857240833335	2.562328755583333	7.294607164166667
288	277.45509209832005	5.476674652375	-1.3894529155416668	5.788966808541667
289	283.07347422264	5.136261240291667	-2.2280785878750002	3.2981774099583334
290	261.38613455856006	12.809589640041667	4.159197486291667	7.064634697083333
291	270.54504217296005	11.508341726083334	4.422634006416667	3.0800731394166667
292	199.477872140328	14.556256866833333	9.5605621805	5.712156184125
293	128.48767083	6.80167287175	3.376580086	6.027041022333333
294	55.32278354020801	2.0958407084166666	-0.9683419306666669	5.784582716416667
295	232.54646489380804	5.056253051666666	0.08906355933333321	3.1408649246666664
296	180.81194184072	10.664170836375	5.9345870908750005	6.050846744125
297	136.76695011216	5.219173685708333	0.8038487755416671	7.652734447166667
298	248.01818720256003	5.620838419541666	-1.0685871747083333	4.738225365375
299	213.26738378472004	8.772508240291666	2.7467671304583337	3.7236942859583335
300	141.35249020248003	8.758758799166667	6.0618941645	3.6478434074166666
301	100.65110477256	7.144584910083333	3.4552236939166665	4.462088101208333
302	204.06499310016002	5.114175415	0.3760465753333332	3.945290809875
303	195.22763909496	3.513757324208333	-2.2184020432916665	2.9404395357916666
304	84.93768058392	2.3008361816666665	-1.0374085600833332	3.76768381775
305	77.0376947328	7.529590861958333	6.260272193875	4.066519112208334
306	72.495216009360007	3.3408383687083334	-0.23382960062499988	6.015731882083333
307	136.60192748376002	-2.104580942791667	-9.114233099708333	7.514975589625
308	164.16021396600001	-4.9295702615	-9.465846341	4.769640192958334
309	114.37948856664	-3.013327026375	-6.082682244208334	5.426194092208333
310	187.92640476072	1.1833358765	-1.1728861584166665	5.277761235125
311	187.14729666600002	-0.6891565959166667	-4.670819514166666	5.973905955375
312	141.31389784536	-4.50957209275	-11.316115912	5.393220709083333
313	103.44196725264001	-2.235829416916667	-5.817294271583334	6.345137547875
314	84.03969603168	1.5104232788333334	-1.1034644488333334	5.6116233529583335
315	182.08728081360002	-6.177071634583333	-9.721833498583333	7.791373448291666
316	101.39241722616	-6.99582773875	-9.4100057705	2.8527712812083332
317	157.58157788208	-4.4670839945	-7.487217379666667	3.17097954725
318	161.95039026912002	-5.764584604833334	-9.590009042083333	2.1660044605416666
319	143.765928179208	-3.9712432862083333	-7.290458984041667	3.7540140475833335
320	160.51226052607203	-1.6641614278333334	-4.652499330666667	3.1454821734166667
321	50.133529161000006	-1.497076416	-3.274675205083333	2.927446338625
322	142.592399535456	-0.47624435425	-3.3260254294166667	2.288902499958333
323	159.21871390836	-1.0058247884166667	-3.130151081666667	3.9770694210833333
324	150.59700136512	-0.1887446085	-3.5243247020833337	5.626712599583334
325	134.05197490632003	-3.717495981875	-7.9946026567083335	6.8899814575
326	110.83233580704001	-5.513749186208333	-8.413146273291666	3.5474519529166666
327	159.96434409000003	-7.5824938455	-10.682783353583334	4.922965766833333
328	152.43652825704	-8.450407409375	-12.406261400375	4.218528355541666
329	154.95566362416002	-2.3262364705416667	-5.383079579125	3.178914084666667
330	116.51248717992002	-0.352498118	-1.849422286166667	3.7520825615416666
331	67.70318321016	-1.1074902852083333	-3.0203287490416666	8.484340703875
332	140.68360848672	-9.173746490625	-12.066656155791666	3.2551381072083334
333	101.77689578688	-9.449564361541666	-12.800423174291666	1.54678657875
334	82.83412806552	-3.384995523958333	-5.185280429291667	5.713690874416667
335	167.34268789416	-2.9345764160416667	-4.793473317125	4.615246703833334
336	154.4497218036	-2.669153594875	-4.267574186041666	4.111897491416666
337	160.80998428296002	-1.377910360375	-2.7587256499583335	3.732980535333333
338	150.08126468400002	-3.233325703958333	-4.991178710875	4.294759335375
339	156.02515493904002	-1.8262453715833333	-6.72738325675	7.842508088541667
340	158.8436625312	-6.761241658583334	-13.937820350166666	6.16174298775
341	158.18198346288003	-10.270409647458333	-15.841046936041666	3.641077693875
342	119.78028122256	-7.659574890416667	-10.918809231333332	3.764309307125
343	87.63119962056001	-17.45375035625	-22.968637488833334	9.221424575041667
344	154.15783264008002	-17.96958071375	-22.28706705966667	6.518985302708334
345	59.615783843760006	-19.194167200416665	-23.817897535833332	4.25642134825
346	75.01982368824001	-15.31166623375	-18.671851581666665	2.9258775229583334
347	81.52171147584001	-5.782072448416667	-7.4661810874166665	5.912175197833333
348	147.13200110376002	-1.598328654	-2.1058436052499996	3.8856684654166664
349	151.37733637224002	-8.654577636416667	-10.06044875175	3.1892436664166666
350	152.16487152696	-11.149998728958334	-13.713523621541666	2.2816484592916666
351	149.86958339808	-7.599155171666666	-8.84401315025	3.0391368516666666
352	95.0772242916	-3.072496795666667	-4.319670598083333	5.16654148325
353	155.21702397984	-7.01874135375	-8.366263685083334	5.627958611791667
354	130.34512600920002	-7.809987131875	-10.597133410208333	4.769550650416667
355	122.28285745512001	-7.19874674475	-9.98653213125	3.1334011908333332
356	99.57801680424001	-6.703329467791667	-8.662190382291667	2.943794867583333
357	84.57573641976	-4.800833129875	-6.373146870625	2.6329889135833335
358	114.33830493024001	-5.536239369666666	-7.2606430949166665	3.988879605208333
359	124.10323420608	-7.982899729375	-11.879200818125	5.02157922225
360	81.70768735128001	-9.133327229791666	-11.016101356125	2.7595116689166668
361	130.64335318008	-9.19124450675	-12.430180841583333	3.829676856375
362	155.97187262352	-10.709580484625	-13.876241921875	3.0662078654583333
363	145.63375405272	-9.919163767125	-11.551054993125	4.706359912041667
364	99.34927212168	-3.9733273824166666	-5.196897489333334	3.465163656875
365	89.94988915704	-1.9595741272083333	-2.9111236822916666	1.852804871
366	92.01672015696	-1.666661326	-2.67692564725	2.984079626625
367	164.4498742644	-8.037906392166667	-10.54360094025	6.127366953166667
368	169.70781664728003	-14.115405145416666	-16.67648158425	2.317758519208333
369	89.541576095760007	-10.8783261625	-13.14990374525	2.4122037641666667
370	170.1010090908	-15.332077407083334	-18.365305095166665	2.7568504943333334
371	147.75486903936002	-15.342907969583333	-18.05941884125	3.6430792265416665
372	176.81544003312	-16.42749506625	-19.226825682833333	4.166220939916666
373	115.57756850472	-14.649583561666667	-17.058621994	3.982121498
374	106.23996002016	-7.6516593935833335	-9.072002426583333	4.6038694155833335
375	172.92643148808	-11.408331299208333	-13.296398650541667	2.596262146125
376	88.61810448384	-5.211243693	-6.682852957	3.6405807096666667
377	155.48356440072	-6.147070312541667	-6.985202277958333	3.25086636375
378	164.42855803296	-4.4158271789166665	-4.840814688833333	2.878993798
379	177.99609402432003	-5.514583333291666	-6.3520534890416664	4.01749043175
380	172.47182465088002	-9.295412445125	-11.228729484375	3.601202507875
381	136.75715826912003	-4.836664580833333	-5.743485844833333	5.145927236125
382	116.85672042984001	-1.82165501925	-2.539654861	4.219506301958333
383	60.36681706704	-0.6516657514166667	-2.109865311666667	6.947935062666667
384	194.87987951976	-18.984999085416668	-23.147141752916667	7.287318654208334
385	123.93453515904002	-16.362917963333334	-20.025031322666667	1.8759797120416666
386	182.26843230816002	-9.105825805958334	-10.534200743708334	4.761486614583333
387	175.64759912016	-4.652485911	-6.0201022725	4.585452914458333
388	64.24855169328	-5.9470784505	-7.786928458	5.291876783166667
389	196.13160131904002	-12.319574101291668	-15.353860220708333	5.780277803875
390	143.43688751544002	-14.584997558875	-17.159649506875	3.272653326625
391	124.29050399424001	-5.879160308875	-7.7063385621250005	6.897452780916667
392	205.11821118672	-11.688750330791667	-14.449144240625	7.4968295825
393	142.54560077544002	-15.559998576375	-18.580448284458335	4.582940050583333
394	218.00764709712	-13.229579035291666	-16.454796344541666	7.648424380125
395	167.91364886954403	-25.172915522916668	-28.94920153275	4.643221599458333
396	223.81718114880002	-29.090415700833333	-33.02654717683333	3.409665522625
397	209.75601705890404	-26.46208229125	-30.607082448666667	3.7588209894166664
398	223.88004800856	-31.568334324583333	-36.66274558625	3.8610159993333335
399	207.27482478840002	-30.75666592958333	-35.25526299716667	3.46904412625
400	209.30896635912003	-25.441669208333334	-29.423051215333334	3.7816477971666664
401	227.23797753216004	-18.671249770833334	-22.026713848500002	4.0997749011249995
402	205.35515936280004	-13.724995676916667	-16.666040901583333	5.014359572208333
403	222.28761730968003	-2.7566576639583333	-3.7257053917916667	5.724700416541666
404	210.78331141608	-1.3187418619166666	-1.9112646238333335	4.32144492525
405	205.18552853568002	-2.909997050083333	-3.4974918205	3.081077011375
406	218.86682162184002	-0.09541168208333334	-1.5555462763333332	5.715313268875
